objective,GEOID,assigned_site_id,assigned_site_name,distance_m
max_coverage,420034883002,0,Greenfield Senior Center,9388.194650628737
max_coverage,420033001003,77,KNOXVILLE LIBRARY,388.6177338768547
max_coverage,420031403004,0,Greenfield Senior Center,3510.6458203414068
max_coverage,420033001004,77,KNOXVILLE LIBRARY,598.1206781776904
max_coverage,420030103021,45,Oliver Bath House,1085.769572680319
max_coverage,420030305003,0,Greenfield Senior Center,5939.807948483286
max_coverage,420034644002,0,Greenfield Senior Center,13747.756936944672
max_coverage,420035632011,0,Greenfield Senior Center,7662.3925985619735
max_coverage,420035632021,0,Greenfield Senior Center,8093.323429886243
max_coverage,420032413002,0,Greenfield Senior Center,9463.68109422425
max_coverage,420035632022,0,Greenfield Senior Center,8694.19143631024
max_coverage,420035652002,0,Greenfield Senior Center,10378.996178818663
max_coverage,420031412002,0,Greenfield Senior Center,4850.482992331584
max_coverage,420035652003,0,Greenfield Senior Center,10073.940667110324
max_coverage,420035651001,0,Greenfield Senior Center,8965.933359749506
max_coverage,420032413001,0,Greenfield Senior Center,9582.149916124557
max_coverage,420032613002,0,Greenfield Senior Center,13570.83184257867
max_coverage,420032613001,0,Greenfield Senior Center,11458.914676318218
max_coverage,420032716001,0,Greenfield Senior Center,12018.985962961367
max_coverage,420032716003,0,Greenfield Senior Center,11998.466909112101
max_coverage,420032716002,0,Greenfield Senior Center,11443.296489092369
max_coverage,420035652001,0,Greenfield Senior Center,9813.157491200753
max_coverage,420032716004,0,Greenfield Senior Center,11330.175987959665
max_coverage,420035648002,0,Greenfield Senior Center,6428.304123081564
max_coverage,420031306002,0,Greenfield Senior Center,8551.595826414334
max_coverage,420035629011,0,Greenfield Senior Center,2873.503389453937
max_coverage,420035629012,0,Greenfield Senior Center,1569.359374070364
max_coverage,420031403005,0,Greenfield Senior Center,3280.7978289759794
max_coverage,420031610001,0,Greenfield Senior Center,8241.542897760952
max_coverage,420031608002,3,South Side Senior Center,854.9173495445498
max_coverage,420035626002,0,Greenfield Senior Center,10819.230041976865
max_coverage,420035625002,2,Sheraden Senior Center,989.0829636731265
max_coverage,420031609003,3,South Side Senior Center,926.3298808941186
max_coverage,420032413003,0,Greenfield Senior Center,10302.520023496307
